question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
679,0,27,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount']}",1.0
680,0,27,{},"{'posts': ['body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
681,0,26,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'communityowneddate', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'title', 'id', 'ownerdisplayname', 'lasteditdate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'commentcount']}",1.0
682,0,24,{},"{'posts': ['score', 'creaiondate', 'lasteditdate', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'answercount', 'id', 'ownerdisplayname', 'commentcount'], 'users': ['aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
683,0,26,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'communityowneddate', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'id', 'ownerdisplayname', 'lasteditdate', 'favoritecount', 'answercount', 'commentcount']}",1.0
684,0,12,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
685,2,25,"{'posthistory': ['postid', 'text']}","{'posts': ['score', 'parentid', 'acceptedanswerid', 'posttypeid', 'title', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'lasteditordisplayname', 'owneruserid', 'favoritecount', 'answercount', 'commentcount'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",0.6666666666666666
686,0,15,{},"{'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'title', 'tags', 'ownerdisplayname', 'creaiondate', 'owneruserid', 'favoritecount', 'closeddate', 'answercount', 'commentcount']}",1.0
687,0,18,{},"{'comments': ['creationdate', 'score', 'userdisplayname', 'userid', 'text'], 'posts': ['creaiondate', 'lasteditdate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'title', 'answercount', 'tags', 'ownerdisplayname', 'commentcount']}",1.0
688,0,12,{},"{'posts': ['score', 'creaiondate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'favoritecount', 'closeddate', 'title', 'answercount', 'tags', 'ownerdisplayname']}",1.0
689,0,25,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'lasteditoruserid', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'lasactivitydate']}",1.0
690,0,13,{},"{'badges': ['id'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
691,0,11,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'reputation', 'views', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
692,0,13,{},"{'badges': ['id', 'name'], 'users': ['aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
693,0,32,{},"{'posts': ['score', 'lasteditoruserid', 'parentid', 'acceptedanswerid', 'viewcount', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'lasteditordisplayname', 'favoritecount', 'closeddate', 'answercount', 'lasactivitydate', 'commentcount'], 'users': ['displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'score', 'userid', 'userdisplayname', 'id', 'text']}",1.0
694,0,30,{},"{'comments': ['creationdate', 'score', 'userid', 'userdisplayname', 'id'], 'users': ['aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'viewcount', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'lasteditordisplayname', 'favoritecount', 'answercount', 'lasactivitydate', 'commentcount']}",1.0
695,0,2,{},"{'badges': ['userid', 'date']}",1.0
696,0,3,{},"{'tags': ['wikipostid', 'excerptpostid', 'count']}",1.0
697,0,11,{},"{'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'upvotes', 'websiteurl', 'id', 'lastaccessdate', 'accountid']}",1.0
698,0,14,{},"{'posts': ['score', 'body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'viewcount', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'lasteditdate', 'owneruserid', 'favoritecount', 'closeddate']}",1.0
699,0,12,{},"{'users': ['aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'id', 'lastaccessdate', 'accountid']}",1.0
700,0,4,{},"{'votes': ['creationdate', 'postid', 'userid', 'votetypeid']}",1.0
701,1,26,{'null': ['max_reputation']},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'posts': ['body', 'parentid', 'lasteditoruserid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'title', 'tags', 'id', 'ownerdisplayname', 'creaiondate', 'favoritecount', 'answercount', 'commentcount']}",0.6666666666666666
702,0,13,{},"{'posts': ['creaiondate', 'lasteditdate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'closeddate', 'title', 'answercount', 'tags', 'commentcount']}",1.0
703,0,3,{},"{'tags': ['tagname', 'wikipostid', 'excerptpostid']}",1.0
704,0,2,{},"{'tags': ['id', 'count']}",1.0
705,0,16,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'views', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'score', 'postid', 'userdisplayname', 'id']}",1.0
706,0,18,{},"{'comments': ['creationdate', 'score', 'userid', 'userdisplayname', 'id'], 'posts': ['score', 'creaiondate', 'lasteditdate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'answercount', 'tags', 'ownerdisplayname', 'commentcount']}",1.0
707,0,17,{},"{'comments': ['creationdate', 'userdisplayname', 'id', 'userid'], 'posts': ['score', 'creaiondate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'favoritecount', 'closeddate', 'title', 'answercount', 'tags', 'ownerdisplayname', 'commentcount']}",1.0
708,0,16,{},"{'users': ['displayname', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'score', 'postid', 'userdisplayname', 'id']}",1.0
709,0,17,{},"{'comments': ['creationdate', 'score', 'userdisplayname', 'userid', 'text'], 'posts': ['creaiondate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'favoritecount', 'closeddate', 'title', 'answercount', 'tags', 'ownerdisplayname', 'commentcount']}",1.0
710,0,17,{},"{'comments': ['creationdate', 'score', 'userdisplayname', 'userid', 'text'], 'posts': ['creaiondate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'closeddate', 'title', 'answercount', 'tags', 'ownerdisplayname']}",1.0
711,0,16,{},"{'comments': ['creationdate', 'userdisplayname', 'postid', 'text'], 'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
712,0,18,{},"{'posts': ['score', 'creaiondate', 'lasteditdate', 'body', 'parentid', 'acceptedanswerid', 'posttypeid', 'viewcount', 'favoritecount', 'answercount', 'tags', 'ownerdisplayname', 'commentcount'], 'comments': ['creationdate', 'score', 'userid', 'userdisplayname', 'id']}",1.0
713,0,17,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'score', 'postid', 'userdisplayname', 'id']}",1.0
714,0,17,{},"{'comments': ['creationdate', 'score', 'postid', 'userdisplayname', 'id'], 'users': ['creationdate', 'aboutme', 'downvotes', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid']}",1.0
715,0,16,{},"{'users': ['creationdate', 'aboutme', 'profileimageurl', 'location', 'age', 'reputation', 'views', 'upvotes', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'postid', 'userdisplayname', 'id', 'text']}",1.0
716,0,17,{},"{'users': ['creationdate', 'displayname', 'aboutme', 'downvotes', 'profileimageurl', 'age', 'location', 'reputation', 'views', 'websiteurl', 'lastaccessdate', 'accountid'], 'comments': ['creationdate', 'postid', 'userdisplayname', 'id', 'text']}",1.0
717,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
718,0,0,{},{},1.0
719,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
720,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
721,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
722,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
723,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
724,0,9,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
725,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
726,0,9,{},"{'superhero': ['superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
727,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
728,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id']}",1.0
729,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
730,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
731,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
732,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
733,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id']}",1.0
734,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
735,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'race_id', 'publisher_id']}",1.0
736,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
737,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
738,0,0,{},{},1.0
739,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
740,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
741,0,11,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id'], 'hero_power': ['power_id']}",1.0
742,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
743,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
744,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
745,0,0,{},{},1.0
746,0,2,{},"{'hero_attribute': ['hero_id', 'attribute_id']}",1.0
747,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
748,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
749,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
750,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
751,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
752,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
753,0,9,{},"{'superhero': ['full_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
754,0,0,{},{},1.0
755,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
756,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
757,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
758,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'publisher_id', 'id']}",1.0
759,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
760,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
761,0,9,{},"{'superhero': ['superhero_name', 'height_cm', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
762,0,0,{},{},1.0
763,0,11,{},"{'hero_attribute': ['attribute_id'], 'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
764,0,0,{},{},1.0
765,0,0,{},{},1.0
766,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
767,0,12,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id'], 'colour': ['colour']}",1.0
768,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
769,0,9,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
770,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
771,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
772,0,7,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'race_id', 'id']}",1.0
773,0,7,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'race_id', 'id']}",1.0
774,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
775,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
776,0,9,{},"{'superhero': ['height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
777,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
778,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
779,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
780,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
781,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
782,0,9,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
783,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
784,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
785,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
786,0,0,{},{},1.0
787,0,9,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
788,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
789,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id']}",1.0
790,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
791,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
792,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
793,0,12,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id'], 'race': ['race'], 'gender': ['gender']}",1.0
794,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
795,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
796,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
797,0,9,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
798,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
799,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id'], 'publisher': ['publisher_name']}",1.0
800,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
801,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
802,0,10,{},"{'superhero': ['full_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
803,0,0,{},{},1.0
804,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
805,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
806,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
807,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
808,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id', 'id']}",1.0
809,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
810,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id'], 'hero_attribute': ['attribute_id']}",1.0
811,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
812,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
